Line,Context,English,Chinese
960,043:SC#0091,"You're not so dangerous now, then, are you?",那你現在沒那麼危險了，是嗎？
961,043:SC#0093,Keep away from that!,遠離那個！
962,043:SC#0093,His Eminence said not to touch anything.,陛下吩咐不要碰任何東西。
963,043:SC#0093,"I wasn't going to touch it.\255\001Just looking, Cob. That's all.",我本來不想碰它的。\255\001只是看看，科布。就這樣。
964,043:SC#0093,"Just looking, eh? Hmm ...",只是看看，嗯？唔 ...
965,043:SC#0093,"Well, then.  Perhaps we can do a bit of a trade.",好吧，那麼。  也許我們可以做一點交易。
966,043:SC#0093,How about if I let you look in the Sphere if ^,如果我讓你看看球體怎麼樣^
967,043:SC#0093,If what?,如果什麼
968,043:SC#0093,^ well ^ the Legends say that to gaze\255\001upon an uncloaked Weaver brings death.,^ 嗯 ^ 傳說中說凝視\255\001降臨在不穿斗篷的編織者身上會帶來死亡。
969,043:SC#0093,"Naturally, we Clerics aren't given to such\255\001silly superstitions ^ but I'm ^ curious.",當然，我們神職人員不喜歡這樣\255\001愚蠢的迷信^但我很好奇。
970,043:SC#0093,"Let's answer this one once and\255\001for all, shall we?",我們來回答這個問題一次\255\001為了所有人，我們可以嗎？
971,043:SC#0093,No ... NO! ... AIEEEEEEEEEEE!,不不！...AIEEEEEEEEEEE！
972,043:SC#0093,May we have some QUIET please?!,我們可以安靜一下嗎？
973,043:SC#0093,I can't even begin to invoke the Dead\255\001with all that screaming ^,我甚至無法開始召喚死者\255\001伴隨著所有的尖叫^
974,043:SC#0093,"Well, he can't say he wasn't warned.",好吧，他不能說他沒有受到警告。
975,044:ON#0579,Mandible,下顎骨
976,044:SC#0095,I see Cob has been lax in his duty.,我發現科布的職責很鬆懈。
977,044:SC#0095,I see Cob has been lax in his duty.,我發現科布的職責很鬆懈。
978,044:SC#0095,No matter.,不管。
979,044:SC#0095,You're just in time to witness the dawn of a new era.,您正好見證了新時代的黎明。
980,044:SC#0095,You don't have the slightest idea of what you're doing!!,你根本不知道自己在做什麼！ ！
981,044:SC#0095,The Pattern is already worn and frayed.,織圖已經磨損。
982,044:SC#0095,"If you rip a hole in it now,",如果你現在在上面撕開一個洞
983,044:SC#0095,the consequences will be beyond anything you can imagine --,後果將超乎你的想像——
984,044:SC#0095,"Spare me your Weaver mysticism, boy.",孩子，別再用你的韋弗神秘主義了。
985,044:SC#0095,The time has come when the Dead shall no longer envy the Living!,死者不再嫉妒生者的時刻已經到來！
986,044:SC#0095,You've torn the Pattern completely open!,你已經把織圖完全撕開了！
987,044:SC#0095,And with it the eyes of the Dead.,還有死者的眼睛。
988,044:SC#0095,BEHOLD!,看哪！
989,044:SC#0095,I have a very bad feeling about this^,我有一種很不好的預感^
990,044:SC#0095,Who dares disturb the peace of Those Who Sleep?,誰敢擾亂沉睡者的安寧？
991,044:SC#0095,"I welcome and greet you, noble spirit.",我歡迎並問候你，高貴的靈魂。
992,044:SC#0095,"I am Bishop Mandible, Transultimate Apostle of the Antisecular Conclave of Clerics.",我是曼迪布爾主教，反世俗神職人員秘密會議的最終使徒。
993,044:SC#0095,And whom have I the honor of summoning?,我有幸召喚誰？
994,044:SC#0095,I don't think I want to be part of this conversation...,我想我不想參與這個對話......
995,044:SC#0095,"No one obeyed any summoning of yours, foolish mortal.",沒有人聽從你的任何召喚，愚蠢的凡人。
996,044:SC#0095,I have summoned you.,我已經召喚你了。
997,044:SC#0095,I am Choas.,我是喬阿斯
998,044:SC#0095,"You have merely opened the door, and I have passed through it.\255\003For this you shall be rewarded.",你只是打開了門，我就進去了。\255\003為此，你將得到獎勵。
999,044:SC#0095,Join me now -- ,現在就加入我吧
1000,044:SC#0095,-- as my SLAVE!,——身為我的奴
1001,044:SC#0095,I see it has been much too long since my last visit...,我發現距離上次訪問已經過太久了…
1002,045:ON#0582,distaff,織杖
1003,045:OC#0582,Can't seem to hold on to this thing.,看來這個東西是抓不住了。
1004,045:ON#0583,?,?
1005,045:SC#0096,STOP!  AIEEEEEE!,停止！  啊啊啊啊
1006,046:ON#0608,hole,洞
1007,046:ON#0609,hole,洞
1008,046:ON#0610,hole,洞
1009,046:ON#0611,hole,洞
1010,046:OC#0611,I think I'll stay out of there ^\255\001that dragon looked rather hungry!,我想我會遠離那裡^\255\001那條龍看起來很餓！
1011,046:EN#0046,"Well, that didn't do a thing.",嗯，那沒有任何作用。
1012,046:LS#0201,"It's already open.\255\001Maybe I should try to close it, instead.",已經開放了。\255\001也許我應該嘗試關閉它。
1013,046:LS#0202,"Let's take a look around, first.",讓我們先四處看看。
1014,046:LS#0204,"That's the last hole.\255\001Now, let's go find Hetchel!",那是最後一個洞。\255\001現在，我們去找海切爾吧！
1015,046:LS#0205,That doesn't seem to be the right draft.,這似乎不是正確的草案。
1016,047:ON#0623,swan,天鵝
1017,047:OC#0623,Her eyes -- they're just like mine!,她的眼睛──就像我的一樣！
1018,047:OC#0623,"Your drafts have no power over me, Bobbin.",你的草稿對我沒有影響力，鮑賓。
1019,047:LS#0205,"Welcome, Bobbin!  You have joined us here at last!",欢迎，鲍宾！  你終於加入我們了！
1020,047:LS#0205,Where am I?,我在哪裡？
1021,047:LS#0205,You are outside the Pattern.,你在模式之外。
1022,047:LS#0205,"The home of the Dead, and of those Transcended.",死者和超凡者的家園。
1023,047:LS#0205,\025The Shore of Wonder?\025,\025奇蹟之岸？\025
1024,047:LS#0205,"Yes, Bobbin.  The Shore of Wonder.\255\001And you are the first to behold it with mortal eyes.",是的，鮑賓。  奇蹟之岸。\255\001而你是第一個用凡人的眼睛看到它的人。
1025,047:LS#0205,"Good work, Bobbin! You've repaired\255\001much of that Bishop's mischief.",幹得好，鮑賓！你已經修復了\255\001主教的大部分惡作劇。
1026,047:LS#0205,"Now, perhaps, you can approach the Loom\255\001without Chaos spotting you first.",現在，也許你可以接近 Loom\255\001不會讓混沌先發現你。
1027,047:LS#0205,"Excellent, my son!\255\001Only one hole remains to be sealed!",太棒了，我的兒子！\255\001只剩下一個洞要封住了！
1028,047:LS#0205,"Well done, Bobbin! Half the holes are sealed.\255\001But hurry - much depends on you now!",幹得好，鮑賓！一半的洞被封住了。\255\001但快點——現在很大程度上取決於你！
1029,047:LS#0205,All of the holes must be sealed\255\001before you dare approach the Loom.,所有孔都必須密封\255\001在你敢於接近織機之前。
1030,047:LS#0207,All of the holes must be sealed\255\001before you dare approach the Loom.,所有孔都必須密封\255\001在你敢於接近織機之前。
1031,047:LS#0207,"Good work, Bobbin! You've repaired\255\001much of that Bishop's mischief.",幹得好，鮑賓！你已經修復了\255\001主教的大部分惡作劇。
1032,047:LS#0207,All of the holes must be sealed\255\001before you dare approach the Loom.,所有孔都必須密封\255\001在你敢於接近織機之前。
1033,047:SC#0100,"Your journey has been long,",你的旅程還很漫長
1034,047:SC#0100,"Your journey has been long,",你的旅程還很漫長
1035,047:SC#0100,and you must have many questions.,你一定有很多問題。
1036,047:SC#0100,"You're the swan that appeared each year\255\001on my birthday, aren't you?",你是每年出現的天鵝\255\001我生日那天，你不是嗎？
1037,047:SC#0100,"You saw me clearly, then! I was never sure.\255\001But those visits meant so much ^ my only chance to watch you grow.",那你就看清楚我了！我一直不确定。\255\001但那些訪問意義重大，是我見證你成長的唯一機會。
1038,047:SC#0100,"You see, the Elders forbade me to set foot\255\001on Loom Island just after you were born.",你看，長老們禁止我踏足\255\001你出生後不久就在盧姆島上。
1039,047:SC#0100,"I thought you came to visit me,\255\001but I never quite believed it.",我以為你是來看我的\255\001但我一直不太相信。
1040,047:SC#0100,Call it ^ a mother's curiosity.,稱為^母親的好奇心。
1041,047:SC#0100,"For indeed, Loom Child, that is who I am.",事實上，織機之子，我就是這樣的人。
1042,047:SC#0100,My mother is a swan?,我的媽媽是天鵝？
1043,047:SC#0100,"Indeed.  In mortal life, however, I was\255\001Lady Cygna Threadbare.",的確。  然而，在凡人的生命中，我\255\001西格娜夫人衣衫襤褸。
1044,047:SC#0100,Banished by the Elders seventeen long years ago\255\001for drawing an unforseen infant out of the Loom.,十七年前被長老放逐\255\001從織機中拉出一個未被預見的嬰兒。
1045,047:SC#0100,"How I've longed to know you, and\255\001you to know me, my son.",我多麼渴望認識你，\255\001你要認識我，我的兒子。
1046,047:SC#0100,Liar!,說謊
1047,047:SC#0100,That's just not true!\255\001My mother is buried in the Weaver's Graveyard!,那不是真的！\255\001我的母親就葬在織女墓園裡！
1048,047:SC#0100,Dear Hetchel.,親愛的海切爾
1049,047:SC#0100,She and the Elders put that stone there\255\001so you wouldn't ask too many questions.,她和長老們把那塊石頭放在那裡\255\001所以你不會問太多問題。
1050,047:SC#0100,"Hetchel vowed to protect you forever, Bobbin.\255\001She is my dearest friend and she loves you very much.",海切爾發誓要永遠保護你，鮑賓。\255\001她是我最親愛的朋友，她很愛你。
1051,047:SC#0100,But I fear her love has driven her\255\001to recklessness.,但我擔心她的愛驅使著她\255\001到魯莽。
1052,047:SC#0100,What do you mean? Where is she?,你是什​​麼意思？她在哪裡？
1053,047:SC#0100,She flew off to Loom Island\255\001to confront the Dead Ones!,她飛往盧姆島\255\001對抗死者！
1054,047:SC#0100,The Dead Ones are after her?,死者在追殺她？
1055,047:SC#0100,"It's not Hetchel they're after, my son.\255\001They want the Loom itself.",我的兒子，他們追尋的不是海切爾。\255\001他們想要織機本身。
1056,047:SC#0100,"If Chaos masters its secrets, the Pattern\255\001will be hers to control.",如果混沌掌握了它的秘密，模式\255\001將由她掌控。
1057,047:SC#0100,Hetchel plans to destroy the Loom ^,海切爾計劃摧毀織機 ^
1058,047:SC#0100,If Chaos doesn't consume her first.,如果混沌沒有先吞噬她的話。
1059,047:SC#0100,NO! I've got to go back there - NOW!,不！ I've got to go back there - NOW
1060,047:SC#0100,You won't get far in that direction.\255\001The Loom lies beyond the lake.,往那個方向你走不遠的。\255\001織機位於湖的另一邊。
1061,047:SC#0100,"No, you must try a more subtle strategy.",不，你必須嘗試更微妙的策略。
1062,047:SC#0100,Oh?  What do you propose?,哦？  你有什麼建議？
1063,047:SC#0100,The Dead Ones move between the holes your\255\001Bishop friend rent in the Pattern.,死者在你的洞之間移動\255\001主教朋友租在模式。
1064,047:SC#0100,"If you weave the holes closed,\255\001it will be harder for them to follow you.",如果你把孔編織封閉，\255\001他們會更難跟隨你。
1065,049:ON#0633,Goodmold,古德模德
1066,049:LS#0201,It appears I can't get there from here.,看來我無法從這裡到達那裡。
1067,049:SC#0099,Master Goodmold!,古德莫德大師！
1068,049:SC#0099,"Ah, the Weaver boy^",啊，織工男孩^
1069,049:SC#0099,At least you've escaped the terror of the Dead Ones^,至少你逃離了死者的恐懼^
1070,049:SC#0099,It appears that Crystalgard has not been\255\001so fortunate.,看來 Crystalgard 還沒有\255\001太幸運了。
1071,049:SC#0099,"But, I don't understand:",但是，我不明白：
1072,049:SC#0099,Why did you not use the Great Scythe?,為什麼不使用大鐮刀？
1073,049:SC#0099,We never doubted that the Scythe\255\001could save us.,我們從不懷疑鐮刀\255\001可以拯救我們。
1074,049:SC#0099,"never, no, indeed^",從來沒有，不，確實
1075,049:SC#0099,Even Chaos must fall under its blade.,就連混沌也必須倒在它的刀下。
1076,049:SC#0099,But we could not do it.\255\001To unleash such merciless evil would show us\255\001to be no better than our enemies.,但我們做不到。\255\001釋放如此無情的邪惡將向我們展示\255\001並不比我們的敵人好。
1077,049:SC#0099,The entire world would have feared\255\001us when it was done.,全世界都會害怕\255\001當它完成時我們。
1078,049:SC#0099,And to have become so much like our enemy was\255\001unthinkable ^ just unthinkable ^,變得如此像我們的敵人\255\001不可想像^簡直不可想像^
1079,049:SC#0099,And so you didn't use it.,所以你沒有使用它。
1080,049:SC#0099,We knew the price.,我們知道價格。
1081,049:SC#0099,The best we could hope for was to defend it bravely.,我們所能期望的最好的結果就是勇敢地捍衛它。
1082,049:SC#0099,But we are not warriors^,但我們不是戰士^
1083,049:SC#0099,You mean ^ Chaos stole the Scythe?,你是說^混沌偷了鐮刀？
1084,049:SC#0099,"We did what we could, but it was not enough.",我們做了我們能做的，但這還不夠。
1085,049:SC#0099,"Remember us, my young friend.",請記得我們，我的年輕朋友。
1086,049:SC#0099,"Tell the world we fought with courage,\255\001and chose death with clarity.",告訴世界我們勇敢地戰鬥，\255\001並清晰地選擇了死亡。
1087,049:SC#0099,Above all else ... clarity.,最重要的是…清晰度。
1088,051:ON#0669,feather,羽毛
1089,051:ON#0668,Dead One,死者
1090,051:OC#0668,I was close ^ but not close enough ^,我很接近^但還不夠接近^
1091,051:SC#0102,"Leaving so soon, Weaver?\255\001I was looking forward to spending more time with you!",韋弗，這麼快就走了？\255\001我期待與您共度更多時光！
1092,051:SC#0103,"It's no use, Bobbin.  That side of the Pattern\255\001is now beyond the reach of our threads.",這是沒有用的，鮑賓。  織圖的那一面\255\001現在超出了我們線程的範圍。
1093,051:SC#0104,"Bobbin! Bobbin, you did it!",線軸！博賓，你做到了！
1094,051:SC#0104,The Loom is unmade!,織機未製作！
1095,051:SC#0104,You ignorant fools!\255\001Do you comprehend what you have done?,你們這些無知的傻瓜！\255\001你明白你所做的事嗎？
1096,051:SC#0104,None of us can pass\255\001across this rift your\255\001Weaver mischief has\255\001so blindly created!,我們誰也無法通過\255\001跨越這條裂痕你的\255\001韋弗惡作劇有\255\001就這麼盲目地創造了！
1097,051:SC#0104,Your pious meddling\255\001has brought the end\255\001of my dream ^,你虔誠的干涉\255\001已經帶來了結局\255\001我的夢想^
1098,051:SC#0104,"You will hear for all eternity\255\001the cries of those you have abandoned, Bobbin Threadbare.",你將永遠聽到\255\001那些被你拋棄的人的哭聲，梭賓‧斯萊貝爾。
1099,051:SC#0104,You will always know that you have left them under my rule!,你將永遠知道你已經把他們置於我的統治之下！
1100,051:SC#0104,"We abandon no one!\255\001When our side of the Pattern is mended,\255\001we will return and put an end to your evil!",我們不拋棄任何人！\255\001當我們的模式被修補時，\255\001我們會回來結束你們的邪惡！
1101,051:SC#0104,"Come, Loom Child.\255\001It is time for us to begin our destinies anew.",來吧，織機孩子。\255\001我們是時候重新開始我們的命運了。
1102,056:SC#0068,"Welcome to Crystalgard, stranger!",歡迎來到水晶加德，陌生人！
1103,056:SC#0068,"I'm Master Goodmold, thirty-first in the Noble Guild of Glass Makers.",我是古德莫爾德大師，貴族玻璃製造商公會第三十名。
1104,056:SC#0068,And who might you be?,你可能是誰？
1105,056:SC#0068,My name is Bobbin --,我的名字是鮑賓——
1106,056:SC#0068,"Bobbin Threadbare, of the, uh^",線軸，呃^
1107,056:SC#0068,^Noble Guild of Weavers.,^高貴織工公會。
1108,056:SC#0068,A Weaver?!,織工？ ！
1109,056:SC#0068,"Tell me, is it true that to peer beneath a Weaver's hood",告訴我，窺視編織者的兜帽下面是真的嗎？
1110,056:SC#0068,"brings instant, agonizing death?!",帶來瞬間的、痛苦的死亡？ ！
1111,056:SC#0068,I honestly don't know.\255\001Nobody's ever tried it with me.,老實說我不知道。\255\001從來沒有人跟我一起嘗試過。
1112,056:SC#0068,You have such a wonderful view of the sky here.,在這裡你可以看到如此美妙的天空景色。
1113,056:SC#0068,Have you noticed a flock of swans\255\001flying this way?,你有沒有註意到一群天鵝\255\001往這邊飛？
1114,056:SC#0068,Swans?,天鵝？
1115,056:SC#0068,Swans.,天鵝。
1116,056:SC#0068,You know^,你知道^
1117,056:SC#0068,^birds.,^鳥。
1118,056:SC#0068,"Yes, yes, swans.",是的，是的，天鵝
1119,056:SC#0068,"No, haven't heard of any swan sightings --",不，還沒聽過任何天鵝目擊事件——
1120,056:SC#0068,"Look around to your heart's content, Weaver Threadbare.",環顧四周，隨心所欲，Weaver Threadbare。
1121,056:SC#0068,"and remember: if you break it, you buy it!",請記住：如果你打破了它，你就買它！
1122,056:SC#0117,Music Flag __ \255\004\014\000 __,音樂旗幟__\255\004\014\000__
1123,062:ON#0740,gold@,金子
1124,062:OC#0740,Don't these people ever clean up\255\001after themselves?,難道這些人從來不打掃嗎？\255\001在他們自己之後？
1125,062:OC#0740,It's gold again. What useless stuff!,又是金子了什麼無用的東西！
1126,062:OC#0740,Maybe I should spin this back.,也許我應該把這個轉回來。
1127,062:ON#0741,straw,稻草
1128,062:OC#0741,I've already spun all that.,我已經把這一切都轉完了。
1129,062:OC#0741,Don't these people ever clean up\255\001after themselves?,難道這些人從來不打掃嗎？\255\001在他們自己之後？
1130,062:OC#0741,Back to straw again.\255\001This gets much easier with practice!,再次回到稻草。\255\001透過練習這會變得容易得多！
1131,062:ON#0742,wheel,車輪
1132,062:ON#0743,wheel,車輪
1133,062:EN#0062,gold@,金子
1134,062:EN#0062,straw,稻草
1135,062:EN#0062,gold@,金子
1136,062:EN#0062,straw,稻草
1137,062:LS#0201,straw,稻草
1138,062:LS#0201,straw,稻草
1139,062:LS#0202,gold@,金子
1140,062:LS#0202,gold@,金子
1141,062:LS#0203,gold@,金子
1142,062:LS#0203,gold@,金子
1143,062:LS#0204,straw,稻草
1144,062:LS#0204,straw,稻草
1145,062:LS#0207,I've already spun all that.,我已經把那些都整理好了。
1146,062:LS#0208,I've already spun all that.,我已經把那些都整理好了。
1147,062:LS#0209,That's not the right draft for gold.,那可不是製作金子的織法。
1148,063:ON#0752,gold,金子
1149,063:OC#0752,Don't these people ever clean up after themselves?,這些人從來都不會清理一下自己嗎？
1150,063:OC#0752,That must not be the right draft.,那肯定不是正確的織法。
1151,063:ON#0753,darkness,黑暗
1152,063:ON#0754,darkness,黑暗
1153,063:ON#0756,gold,金子
1154,063:LS#0201,Wonderful.  I can't see a thing.,太棒了。我什麼都看不見。
1155,064:LS#0200,"Destiny shall draw\255\001the Lightning down from Heaven,.",命運將引導閃電\255\001從天而降，
1156,064:LS#0200,"Roll its thunder Far across the Sea,.",雷聲滾滾，橫跨大海，
1157,064:LS#0200,"To where I wait upon the Shore of Wonder,.",降臨我等待的奇蹟海岸，
1158,064:LS#0200,On the day the Sky is Opened,當天空敞開的那一天，
1159,064:LS#0200,And the Tree is split asunder,當巨木被劈開之時，
1160,065:OC#0761,It appears I can't get there from here.,看似我無法從這裡到達那裡。
1161,065:ON#0760,darkness,黑暗
1162,065:OC#0760,Wonderful.  I can't see a thing.,太棒了。我什麼都看不見。
1163,065:OC#0760,I guess that draft doesn't work in the dark.,我猜這個草案在黑暗中不起作用。
1164,066:ON#0765,myself,我
1165,066:OC#0765,That draft doesn't work on me.,那個草稿對我沒效。
1166,066:SC#0106,"Fly away while you can, young Threadbare!",趁還可以飛走吧，年輕的斯雷巴雷！
1167,066:SC#0106,And know that we will most assuredly meet again.,並且知道我們一定會再見面。
1168,066:SC#0106,I am ready ^ Mother.  Let's go.,I am ready ^ Mother. 我們走吧。
1169,069:OC#0808,PRACTICE,學徒
1170,069:OC#0808,PRACTICE,學徒
1171,069:OC#0808, , 
1172,069:OC#0809,STANDARD,指導者
1173,069:OC#0809,STANDARD,指導者
1174,069:OC#0809, , 
1175,069:OC#0810,EXPERT,大師
1176,069:OC#0810,EXPERT,大師
1177,069:OC#0810, , 
1178,069:LS#0201,Throw,丟
1179,069:LS#0201,Beat,打
1180,069:LS#0201,Treadle,踏板
1181,069:LS#0201,Rest,休息
1182,069:LS#0202,STANDARD,指導者
1183,069:LS#0202,PRACTICE,學徒
1184,069:LS#0202,EXPERT,大師
1185,069:LS#0202,Please choose your skill level.,請選擇遊戲難度.
1186,069:LS#0203,Entering demonstration mode.,進入演示模式。
1187,086:SC#0111,Bishop Mandible! What in the world is he up to?,下顎主教！他到底在搞什麼鬼？
1188,090:LS#0200,I trust Your Excellency is pleased\255\001with our progress?,我相信閣下會很高興\255\001隨著我們的進步？
1189,090:LS#0201,"Four hours, most assuredly.\255\001Perhaps six, with a bit of luck.",肯定是四個小時。\255\001如果運氣好的話，也許有六個。
1190,090:LS#0202,"Every sphere is unique, Bishop.",每個領域都是獨一無二的，主教。
1191,090:LS#0202,It is impossible to accurately\255\001predict how well this sphere will perform.,不可能準確地\255\001預測這個球體的表現如何。
1192,090:LS#0203,That all depends ^,這一切都取決於^
1193,090:LS#0203,on how far this sphere can help me see ^,這個球體可以幫助我看到多遠^
1194,090:LS#0204,Only six hours? But I expressly requested eight.,只有六個小時？ But I expressly requested eight.
1195,090:LS#0205,I need at least eight hours.,我至少需要八個小時。
1196,090:LS#0205,"EIGHT hours, Master Crucible. See to it.",八小時，坩堝大師。留意它。
1197,090:SC#0122,"Every sphere is unique, Bishop.",每個領域都是獨一無二的，主教。
1198,090:SC#0122,It is impossible to accurately\255\001predict how well this sphere will perform.,不可能準確地\255\001預測這個球體的表現如何。
1199,090:SC#0122,I need at least eight hours.,我至少需要八個小時。
1200,090:SC#0122,"EIGHT hours, Master Crucible. See to it.",八小時，坩堝大師。留意它。
1201,093:ON#0900,shepherds,牧羊人
1202,093:OC#0900,They never even had a chance.,他們甚至連機會都沒有。
1203,093:OC#0900,"That wouldn't be very respectful, now, would it?",那不是很尊重，不是嗎？
1204,093:LS#0200,Fleece! What became of us?\255\001I was just walking among legions of dead!,羊毛！我們變成了什麼樣子？\255\001我只是行走在死亡軍團之中！
1205,093:LS#0200,You were saved by the mercy\255\001of yonder boy.,你因憐憫而得救\255\001那邊男孩的。
1206,093:LS#0200,"We have not had the chance to thank you properly, Wizard.",我們還沒有機會好好感謝你，巫師。
1207,093:LS#0200,"But our memories are long,\255\001and we will not forget you soon.",但我們的記憶很長\255\001我們不會很快忘記你。
1208,093:LS#0200,Hail and farewell.,冰雹和告別。
1209,093:LS#0200,"Come along, now,\255\001before the Dead Ones return to the harvest!",快來吧，現在，\255\001在死者回收穫之前！
1210,093:LS#0201,"You are too late, wizard.",你來得太晚了，巫師。
1211,093:LS#0201,The Dead have increased their numbers here.,死者在這裡的數量增加了。
1212,093:LS#0201,Those not dead are suffering.,那些沒有死的人正在受苦。
1213,093:LS#0201,And my songs were again useless.,我的歌又沒用了。
1214,093:LS#0201,All that's left for us is to put an end to their misery.,我們剩下的就是結束他們的痛苦。
1215,093:LS#0201,"Come, and extend your help, if you can...",如果可以的話，來吧，伸出你的幫助…
1216,095:LS#0204,"No one obeyed any summoning of yours, foolish mortal.",沒有人聽從你的任何召喚，愚蠢的凡人。
1217,095:LS#0204,I have summoned you.,我已經召喚你了。
1218,095:LS#0204,I am Choas.,我是喬阿斯
